Date,Open,High,Low,Close,Volume,Adj Close
2011-12-15,3.53,3.53,3.50,3.50,39600,3.16
2011-12-14,3.63,3.63,3.53,3.53,38300,3.18
2011-12-13,3.57,3.65,3.56,3.63,72900,3.27
2011-12-12,3.60,3.60,3.57,3.57,25800,3.22
2011-12-09,3.57,3.60,3.57,3.59,11200,3.24
2011-12-08,3.57,3.57,3.57,3.57,7100,3.22
2011-12-07,3.56,3.56,3.51,3.52,6000,3.18
2011-12-06,3.62,3.62,3.52,3.60,55400,3.25
2011-12-05,3.57,3.65,3.57,3.61,1900,3.26
2011-12-02,3.42,3.73,3.42,3.53,19600,3.18
2011-12-01,3.42,3.45,3.42,3.42,12900,3.09
2011-11-30,3.50,3.50,3.41,3.42,16700,3.09
2011-11-29,3.57,3.57,3.46,3.46,125500,3.12
2011-11-28,3.58,3.59,3.57,3.57,11300,3.22
2011-11-25,3.57,3.60,3.57,3.58,50200,3.23
2011-11-24,3.65,3.65,3.57,3.58,23000,3.23
2011-11-23,3.80,3.85,3.67,3.72,34300,3.23
2011-11-22,3.80,3.88,3.80,3.80,14900,3.30
2011-11-21,3.80,3.87,3.78,3.80,20900,3.30
2011-11-18,3.70,3.80,3.70,3.77,28000,3.27
2011-11-17,3.74,3.74,3.72,3.73,326400,3.24
2011-11-16,3.70,3.75,3.70,3.74,105500,3.25
2011-11-15,3.61,3.78,3.61,3.67,44400,3.19
2011-11-14,3.60,3.70,3.60,3.60,63500,3.13
2011-11-11,3.59,3.62,3.57,3.60,9800,3.13
2011-11-10,3.56,3.58,3.55,3.58,36800,3.11
2011-11-09,3.58,3.60,3.55,3.55,56500,3.08
2011-11-08,3.56,3.60,3.56,3.60,30000,3.13
2011-11-07,3.61,3.61,3.56,3.56,12400,3.09
2011-11-04,3.60,3.63,3.60,3.61,12300,3.13
2011-11-03,3.60,3.60,3.57,3.57,8200,3.10
2011-11-02,3.68,3.68,3.58,3.58,32400,3.11
2011-11-01,3.62,3.65,3.60,3.65,14000,3.17
2011-10-31,3.65,3.65,3.63,3.65,13200,3.17
2011-10-28,3.62,3.67,3.62,3.65,21700,3.17
2011-10-27,3.63,3.63,3.60,3.60,13600,3.13
2011-10-26,3.61,3.69,3.58,3.61,9600,3.13
2011-10-25,3.58,3.61,3.57,3.60,6200,3.13
2011-10-24,3.58,3.60,3.58,3.60,2700,3.13
2011-10-21,3.63,3.63,3.57,3.57,2300,3.10
2011-10-20,3.66,3.66,3.64,3.64,1900,3.16
2011-10-19,3.66,3.66,3.66,3.66,700,3.18
2011-10-18,3.68,3.69,3.61,3.61,10000,3.13
2011-10-17,3.70,3.79,3.67,3.68,13100,3.19
2011-10-14,3.66,3.67,3.65,3.66,5100,3.18
2011-10-13,3.70,3.79,3.67,3.67,5600,3.19
2011-10-12,3.79,3.83,3.66,3.66,5500,3.18
2011-10-11,3.70,3.80,3.69,3.79,12300,3.29
2011-10-10,3.59,3.68,3.59,3.68,31000,3.19
2011-10-07,3.55,3.59,3.55,3.59,1800,3.12
2011-10-06,3.55,3.56,3.55,3.55,40400,3.08
2011-10-05,3.56,3.56,3.55,3.55,107100,3.08
2011-10-04,3.55,3.59,3.55,3.56,16500,3.09
2011-10-03,3.55,3.60,3.55,3.55,69700,3.08
2011-09-30,3.56,3.60,3.55,3.55,10100,3.08
2011-09-29,3.56,3.60,3.56,3.60,12900,3.13
2011-09-28,3.56,3.57,3.55,3.56,211200,3.09
2011-09-27,3.56,3.58,3.55,3.55,24900,3.08
2011-09-26,3.55,3.57,3.55,3.55,26200,3.08
2011-09-23,3.56,3.58,3.55,3.58,7900,3.11
2011-09-22,3.54,3.56,3.53,3.55,92600,3.08
2011-09-21,3.56,3.56,3.55,3.55,16600,3.08
2011-09-20,3.55,3.56,3.55,3.56,8100,3.09
2011-09-19,3.55,3.55,3.55,3.55,2700,3.08
2011-09-16,3.55,3.55,3.55,3.55,14400,3.08
2011-09-15,3.56,3.57,3.55,3.55,102400,3.08
2011-09-14,3.57,3.57,3.56,3.56,1500,3.09
2011-09-13,3.55,3.60,3.55,3.56,22400,3.09
2011-09-12,3.56,3.56,3.50,3.55,113400,3.08
2011-09-09,3.56,3.59,3.56,3.59,16600,3.12
2011-09-08,3.58,3.59,3.55,3.56,10200,3.09
2011-09-07,3.56,3.56,3.55,3.55,10200,3.08
2011-09-06,3.55,3.60,3.55,3.55,1136800,3.08
2011-09-05,3.67,3.67,3.54,3.56,103600,3.09
2011-09-02,3.70,3.75,3.67,3.70,55700,3.08
2011-09-01,3.67,3.75,3.65,3.67,67200,3.06
2011-08-31,3.55,3.73,3.50,3.62,67900,3.02
2011-08-30,3.55,3.55,3.50,3.50,13800,2.92
2011-08-29,3.56,3.56,3.56,3.56,10900,2.97
2011-08-26,3.55,3.56,3.55,3.56,9400,2.97
2011-08-25,3.54,3.58,3.54,3.56,6000,2.97
2011-08-24,3.55,3.57,3.55,3.55,31200,2.96
2011-08-23,3.55,3.55,3.55,3.55,11900,2.96
2011-08-22,3.50,3.55,3.50,3.55,9600,2.96
2011-08-19,3.55,3.55,3.45,3.55,33400,2.96
2011-08-18,3.56,3.56,3.54,3.55,52100,2.96
2011-08-17,3.55,3.60,3.55,3.60,111500,3.00
2011-08-16,3.50,3.55,3.50,3.55,2600,2.96
2011-08-15,3.50,3.50,3.50,3.50,18300,2.92
2011-08-12,3.46,3.46,3.46,3.46,2000,2.88
2011-08-11,3.45,3.46,3.45,3.45,9500,2.87
2011-08-10,3.35,3.50,3.35,3.50,10800,2.92
2011-08-09,3.34,3.34,3.28,3.31,30800,2.76
2011-08-08,3.32,3.32,3.28,3.30,51600,2.75
2011-08-05,3.50,3.55,3.32,3.32,542400,2.77
2011-08-04,3.55,3.56,3.55,3.55,46600,2.96
2011-08-03,3.60,3.60,3.55,3.55,43000,2.96
2011-08-02,3.61,3.61,3.61,3.61,700,3.01
2011-08-01,3.60,3.61,3.60,3.61,16700,3.01
2011-07-29,3.61,3.62,3.60,3.60,10400,3.00
2011-07-28,3.62,3.62,3.61,3.61,8200,3.01
2011-07-27,3.61,3.61,3.61,3.61,2000,3.01
2011-07-26,3.62,3.62,3.62,3.62,2200,3.02
2011-07-25,3.60,3.62,3.60,3.61,12700,3.01
2011-07-22,3.56,3.60,3.56,3.60,12300,3.00
2011-07-21,3.65,3.65,3.57,3.57,10400,2.97
2011-07-20,3.60,3.75,3.59,3.66,181700,3.05
2011-07-19,3.56,3.60,3.55,3.55,18100,2.96
2011-07-18,3.56,3.56,3.56,3.56,3000,2.97
2011-07-15,3.56,3.57,3.56,3.57,5700,2.97
2011-07-14,3.58,3.58,3.56,3.56,2500,2.97
2011-07-13,3.56,3.56,3.56,3.56,1700,2.97
2011-07-12,3.56,3.56,3.56,3.56,2700,2.97
2011-07-11,3.56,3.56,3.55,3.55,16500,2.96
2011-07-08,3.56,3.56,3.56,3.56,2700,2.97
2011-07-07,3.56,3.56,3.56,3.56,4000,2.97
2011-07-06,3.55,3.56,3.55,3.56,4200,2.97
2011-07-05,3.56,3.56,3.55,3.55,3000,2.96
2011-07-04,3.60,3.60,3.55,3.56,5500,2.97
2011-07-01,3.50,3.57,3.50,3.57,2400,2.97
2011-06-30,3.51,3.51,3.51,3.51,6200,2.92
2011-06-29,3.51,3.51,3.50,3.51,16800,2.92
2011-06-28,3.50,3.51,3.50,3.51,8400,2.92
2011-06-27,3.45,3.48,3.45,3.48,14000,2.90
2011-06-24,3.46,3.46,3.43,3.43,9100,2.86
2011-06-23,3.50,3.50,3.47,3.47,1500,2.89
2011-06-22,3.47,3.55,3.47,3.50,36700,2.92
2011-06-21,3.47,3.47,3.47,3.47,30700,2.89
2011-06-20,3.50,3.60,3.46,3.46,5600,2.88
2011-06-17,3.51,3.53,3.50,3.50,15100,2.92
2011-06-16,3.51,3.60,3.50,3.53,2800,2.94
2011-06-15,3.69,3.69,3.60,3.60,5200,3.00
2011-06-14,3.71,3.71,3.69,3.69,13800,3.07
2011-06-10,3.71,3.71,3.71,3.71,4200,3.09
2011-06-09,3.74,3.74,3.71,3.71,7400,3.09
2011-06-08,3.71,3.71,3.65,3.71,10200,3.09
2011-06-07,3.71,3.71,3.71,3.71,1100,3.09
2011-06-06,3.72,3.72,3.71,3.71,6700,3.09
2011-06-03,3.71,3.74,3.71,3.72,2300,3.10
2011-06-02,3.73,3.73,3.71,3.71,7700,3.09
2011-06-01,3.73,3.73,3.73,3.73,3600,3.11
2011-05-31,3.72,3.75,3.72,3.75,10600,3.12
2011-05-30,3.71,3.75,3.71,3.75,26800,3.12
2011-05-27,3.65,3.71,3.65,3.71,6000,3.09
2011-05-26,3.63,3.64,3.62,3.64,15500,3.03
2011-05-25,3.57,3.58,3.56,3.58,14500,2.98
2011-05-24,3.71,3.71,3.55,3.57,23200,2.97
2011-05-23,3.72,3.72,3.71,3.71,2700,3.09
2011-05-20,3.72,3.72,3.72,3.72,3700,3.10
2011-05-19,3.72,3.75,3.72,3.75,20900,3.12
2011-05-18,3.75,3.76,3.72,3.72,42300,3.10
2011-05-17,3.75,3.75,3.75,3.75,5000,3.12
2011-05-16,3.76,3.76,3.75,3.75,7700,3.12
2011-05-13,3.75,3.79,3.75,3.76,3600,3.13
2011-05-12,3.75,3.80,3.75,3.75,17000,3.12
2011-05-11,3.76,3.80,3.75,3.78,26500,3.15
2011-05-10,3.75,3.80,3.75,3.77,16600,3.14
2011-05-09,3.78,3.78,3.75,3.75,6500,3.12
2011-05-06,3.75,3.76,3.75,3.76,4700,3.13
2011-05-05,3.75,3.75,3.75,3.75,3400,3.12
2011-05-04,3.75,3.77,3.75,3.75,24200,3.12
2011-05-03,3.76,3.76,3.75,3.75,28800,3.12
2011-05-02,3.75,3.77,3.74,3.77,39300,3.14
2011-04-29,3.76,3.77,3.75,3.77,6700,3.14
2011-04-28,3.75,3.75,3.75,3.75,23100,3.12
2011-04-27,3.75,3.75,3.75,3.75,19200,3.12
2011-04-21,3.75,3.77,3.75,3.75,70700,3.12
2011-04-20,3.75,3.75,3.75,3.75,71900,3.12
2011-04-19,3.75,3.77,3.75,3.75,36700,3.12
2011-04-18,3.75,3.77,3.75,3.75,27300,3.12
2011-04-15,3.75,3.75,3.74,3.75,70500,3.12
2011-04-14,3.75,3.76,3.75,3.75,5500,3.12
2011-04-13,3.75,3.76,3.75,3.75,10300,3.12
2011-04-12,3.75,3.77,3.75,3.75,25900,3.12
2011-04-11,3.75,3.77,3.75,3.75,10500,3.12
2011-04-08,3.75,3.75,3.75,3.75,9800,3.12
2011-04-07,3.75,3.75,3.75,3.75,1600,3.12
2011-04-06,3.75,3.76,3.75,3.75,6900,3.12
2011-04-05,3.76,3.76,3.75,3.75,7500,3.12
2011-04-04,3.77,3.77,3.76,3.76,9100,3.13
2011-04-01,3.75,3.77,3.75,3.76,2700,3.13
2011-03-31,3.75,3.75,3.75,3.75,2300,3.12
2011-03-30,3.75,3.77,3.75,3.75,16500,3.12
2011-03-29,3.75,3.77,3.75,3.77,23800,3.14
2011-03-28,3.77,3.77,3.75,3.75,11300,3.12
2011-03-25,3.75,3.75,3.75,3.75,10900,3.12
2011-03-24,3.75,3.78,3.75,3.75,42100,3.12
2011-03-23,3.75,3.79,3.75,3.75,26200,3.12
2011-03-22,3.76,3.76,3.75,3.76,10800,3.13
2011-03-21,3.75,3.84,3.75,3.76,26000,3.13
2011-03-18,3.75,3.76,3.73,3.75,81600,3.12
2011-03-17,3.75,3.77,3.74,3.75,42600,3.12
2011-03-16,3.75,3.75,3.75,3.75,42200,3.12
2011-03-15,3.76,3.76,3.75,3.75,281800,3.12
2011-03-11,3.80,3.80,3.75,3.75,10200,3.12
2011-03-10,3.85,3.85,3.80,3.80,17600,3.17
2011-03-09,3.80,3.85,3.77,3.82,51600,3.18
2011-03-08,3.75,3.80,3.75,3.75,6600,3.12
2011-03-07,3.74,3.80,3.74,3.75,10500,3.12
2011-03-04,3.74,3.74,3.73,3.73,34400,3.11
2011-03-03,3.73,3.74,3.71,3.74,50800,3.12
2011-03-02,3.76,3.76,3.73,3.73,18400,3.11
2011-03-01,3.80,3.85,3.77,3.77,30400,3.14
2011-02-28,3.80,3.80,3.80,3.80,3500,3.17
2011-02-25,3.90,3.90,3.80,3.90,19800,3.15
2011-02-24,3.82,3.90,3.82,3.90,35100,3.15
2011-02-23,3.74,3.77,3.69,3.73,24600,3.01
2011-02-22,3.70,3.70,3.69,3.69,10600,2.98
2011-02-21,3.73,3.73,3.70,3.70,11800,2.99
2011-02-18,3.70,3.73,3.70,3.73,44200,3.01
2011-02-17,3.70,3.71,3.69,3.70,19700,2.99
2011-02-16,3.70,3.71,3.69,3.71,20400,3.00
2011-02-15,3.69,3.70,3.69,3.69,31500,2.98
2011-02-14,3.66,3.70,3.66,3.69,26600,2.98
2011-02-11,3.65,3.66,3.65,3.66,3000,2.95
2011-02-10,3.70,3.71,3.65,3.65,67200,2.95
2011-02-09,3.71,3.75,3.71,3.71,184800,3.00
2011-02-08,3.74,3.74,3.70,3.71,338200,3.00
2011-02-07,3.75,3.76,3.74,3.74,20400,3.02
2011-02-04,3.73,3.75,3.72,3.74,5300,3.02
2011-02-03,3.77,3.77,3.71,3.75,5500,3.03
2011-02-02,3.76,3.80,3.75,3.80,11300,3.07
2011-02-01,3.75,3.76,3.75,3.75,9400,3.03
2011-01-31,3.71,3.75,3.71,3.75,4700,3.03
2011-01-28,3.73,3.75,3.71,3.71,32100,3.00
2011-01-27,3.71,3.75,3.71,3.73,28800,3.01
2011-01-25,3.71,3.72,3.71,3.71,7500,3.00
2011-01-24,3.72,3.72,3.71,3.71,8200,3.00
2011-01-21,3.71,3.73,3.71,3.71,11700,3.00
